time_iso8601,forks_cumulative
2022-02-17 00:00:00+00:00,1135
2022-02-18 00:00:00+00:00,1136
2022-02-19 00:00:00+00:00,1137
2022-02-22 00:00:00+00:00,1138
2022-02-23 00:00:00+00:00,1139
2022-02-24 00:00:00+00:00,1140
2022-02-27 00:00:00+00:00,1141
2022-03-01 00:00:00+00:00,1142
2022-03-03 00:00:00+00:00,1146
2022-03-06 00:00:00+00:00,1148
2022-03-10 00:00:00+00:00,1151
2022-03-15 00:00:00+00:00,1152
2022-03-16 00:00:00+00:00,1153
2022-03-17 00:00:00+00:00,1155
2022-03-22 00:00:00+00:00,1158
2022-03-24 00:00:00+00:00,1159
2022-03-28 00:00:00+00:00,1160
2022-03-29 00:00:00+00:00,1161
2022-03-30 00:00:00+00:00,1163
2022-04-04 00:00:00+00:00,1165
2022-04-05 00:00:00+00:00,1166
2022-04-06 00:00:00+00:00,1170
2022-04-08 00:00:00+00:00,1171
2022-04-11 00:00:00+00:00,1172
2022-04-12 00:00:00+00:00,1174
2022-04-13 00:00:00+00:00,1175
2022-04-14 00:00:00+00:00,1176
2022-04-15 00:00:00+00:00,1177
2022-04-18 00:00:00+00:00,1178
2022-04-19 00:00:00+00:00,1179
2022-04-20 00:00:00+00:00,1181
2022-04-21 00:00:00+00:00,1184
2022-04-22 00:00:00+00:00,1185
2022-04-24 00:00:00+00:00,1186
2022-04-25 00:00:00+00:00,1187
2022-04-26 00:00:00+00:00,1188
2022-04-27 00:00:00+00:00,1191
2022-04-30 00:00:00+00:00,1192
2022-05-01 00:00:00+00:00,1193
2022-05-03 00:00:00+00:00,1194
2022-05-04 00:00:00+00:00,1195
2022-05-05 00:00:00+00:00,1197
2022-05-06 00:00:00+00:00,1199
2022-05-07 00:00:00+00:00,1200
2022-05-08 00:00:00+00:00,1201
2022-05-11 00:00:00+00:00,1202
2022-05-12 00:00:00+00:00,1204
2022-05-14 00:00:00+00:00,1205
2022-05-16 00:00:00+00:00,1206
2022-05-18 00:00:00+00:00,1207
2022-05-20 00:00:00+00:00,1209
2022-05-21 00:00:00+00:00,1210
2022-05-23 00:00:00+00:00,1211
2022-05-24 00:00:00+00:00,1212
2022-05-27 00:00:00+00:00,1213
2022-05-31 00:00:00+00:00,1214
2022-06-01 00:00:00+00:00,1215
2022-06-02 00:00:00+00:00,1216
2022-06-06 00:00:00+00:00,1217
2022-06-07 00:00:00+00:00,1219
2022-06-08 00:00:00+00:00,1221
2022-06-11 00:00:00+00:00,1222
2022-06-14 00:00:00+00:00,1223
2022-06-16 00:00:00+00:00,1224
2022-06-17 00:00:00+00:00,1226
2022-06-19 00:00:00+00:00,1227
2022-06-21 00:00:00+00:00,1228
2022-06-22 00:00:00+00:00,1229
2022-06-23 00:00:00+00:00,1230
2022-06-25 00:00:00+00:00,1232
2022-06-28 00:00:00+00:00,1233
2022-06-29 00:00:00+00:00,1234
2022-07-05 00:00:00+00:00,1237
2022-07-06 00:00:00+00:00,1239
2022-07-07 00:00:00+00:00,1242
2022-07-08 00:00:00+00:00,1243
2022-07-10 00:00:00+00:00,1244
2022-07-11 00:00:00+00:00,1247
2022-07-12 00:00:00+00:00,1249
2022-07-13 00:00:00+00:00,1250
2022-07-14 00:00:00+00:00,1252
2022-07-18 00:00:00+00:00,1255
2022-07-19 00:00:00+00:00,1256
2022-07-20 00:00:00+00:00,1257
2022-07-24 00:00:00+00:00,1258
2022-07-26 00:00:00+00:00,1259
2022-07-29 00:00:00+00:00,1260
2022-07-31 00:00:00+00:00,1261
2022-08-01 00:00:00+00:00,1262
2022-08-02 00:00:00+00:00,1265
2022-08-03 00:00:00+00:00,1267
2022-08-04 00:00:00+00:00,1268
2022-08-05 00:00:00+00:00,1270
2022-08-10 00:00:00+00:00,1273
2022-08-11 00:00:00+00:00,1275
2022-08-15 00:00:00+00:00,1277
2022-08-16 00:00:00+00:00,1278
2022-08-17 00:00:00+00:00,1279
2022-08-18 00:00:00+00:00,1280
2022-08-19 00:00:00+00:00,1281
2022-08-20 00:00:00+00:00,1282
2022-08-22 00:00:00+00:00,1283
2022-08-23 00:00:00+00:00,1284
2022-08-24 00:00:00+00:00,1286
2022-08-29 00:00:00+00:00,1287
2022-08-31 00:00:00+00:00,1289
2022-09-01 00:00:00+00:00,1290
2022-09-02 00:00:00+00:00,1291
2022-09-03 00:00:00+00:00,1292
2022-09-06 00:00:00+00:00,1294
2022-09-07 00:00:00+00:00,1297
2022-09-08 00:00:00+00:00,1301
2022-09-18 00:00:00+00:00,1302
2022-09-21 00:00:00+00:00,1303
2022-09-22 00:00:00+00:00,1304
2022-09-25 00:00:00+00:00,1306
2022-09-26 00:00:00+00:00,1309
2022-09-27 00:00:00+00:00,1311
2022-09-28 00:00:00+00:00,1315
2022-10-02 00:00:00+00:00,1316
2022-10-04 00:00:00+00:00,1318
2022-10-06 00:00:00+00:00,1321
2022-10-08 00:00:00+00:00,1322
2022-10-10 00:00:00+00:00,1324
2022-10-11 00:00:00+00:00,1326
2022-10-12 00:00:00+00:00,1328
2022-10-13 00:00:00+00:00,1330
2022-10-14 00:00:00+00:00,1334
2022-10-15 00:00:00+00:00,1335
2022-10-17 00:00:00+00:00,1337
2022-10-18 00:00:00+00:00,1342
2022-10-20 00:00:00+00:00,1346
2022-10-21 00:00:00+00:00,1348
2022-10-24 00:00:00+00:00,1350
2022-10-27 00:00:00+00:00,1353
2022-10-28 00:00:00+00:00,1354
2022-10-29 00:00:00+00:00,1356
2022-11-01 00:00:00+00:00,1357
2022-11-05 00:00:00+00:00,1358
2022-11-08 00:00:00+00:00,1360
2022-11-09 00:00:00+00:00,1361
2022-11-10 00:00:00+00:00,1363
2022-11-11 00:00:00+00:00,1366
2022-11-12 00:00:00+00:00,1367
2022-11-13 00:00:00+00:00,1368
2022-11-15 00:00:00+00:00,1370
2022-11-16 00:00:00+00:00,1374
2022-11-17 00:00:00+00:00,1376
2022-11-18 00:00:00+00:00,1378
2022-11-23 00:00:00+00:00,1379
2022-11-25 00:00:00+00:00,1380
2022-11-26 00:00:00+00:00,1381
2022-11-30 00:00:00+00:00,1384
2022-12-02 00:00:00+00:00,1388
2022-12-04 00:00:00+00:00,1389
2022-12-05 00:00:00+00:00,1390
2022-12-08 00:00:00+00:00,1391
2022-12-10 00:00:00+00:00,1392
2022-12-11 00:00:00+00:00,1393
2022-12-12 00:00:00+00:00,1395
2022-12-13 00:00:00+00:00,1398
2022-12-14 00:00:00+00:00,1399
2022-12-15 00:00:00+00:00,1400
2022-12-16 00:00:00+00:00,1402
2022-12-22 00:00:00+00:00,1404
2022-12-23 00:00:00+00:00,1405
2022-12-30 00:00:00+00:00,1406
2023-01-03 00:00:00+00:00,1407
2023-01-06 00:00:00+00:00,1410
2023-01-09 00:00:00+00:00,1411
2023-01-10 00:00:00+00:00,1413
2023-01-11 00:00:00+00:00,1414
2023-01-18 00:00:00+00:00,1416
2023-01-19 00:00:00+00:00,1417
2023-01-21 00:00:00+00:00,1418
2023-01-22 00:00:00+00:00,1419
2023-01-27 00:00:00+00:00,1421
2023-01-30 00:00:00+00:00,1425
2023-01-31 00:00:00+00:00,1427
2023-02-01 00:00:00+00:00,1428
2023-02-02 00:00:00+00:00,1430
2023-02-03 00:00:00+00:00,1431
2023-02-06 00:00:00+00:00,1432
2023-02-08 00:00:00+00:00,1434
2023-02-09 00:00:00+00:00,1438
2023-02-10 00:00:00+00:00,1440
2023-02-14 00:00:00+00:00,1441
2023-02-15 00:00:00+00:00,1444
2023-02-16 00:00:00+00:00,1446
2023-02-19 00:00:00+00:00,1447
2023-02-22 00:00:00+00:00,1451
2023-02-24 00:00:00+00:00,1452
2023-02-26 00:00:00+00:00,1453
2023-02-27 00:00:00+00:00,1454
2023-02-28 00:00:00+00:00,1455
2023-03-01 00:00:00+00:00,1457
2023-03-02 00:00:00+00:00,1459
2023-03-03 00:00:00+00:00,1460
2023-03-04 00:00:00+00:00,1461
2023-03-06 00:00:00+00:00,1463
2023-03-08 00:00:00+00:00,1470
2023-03-10 00:00:00+00:00,1475
2023-03-13 00:00:00+00:00,1477
2023-03-14 00:00:00+00:00,1478
2023-03-15 00:00:00+00:00,1480
2023-03-16 00:00:00+00:00,1484
2023-03-17 00:00:00+00:00,1485
2023-03-18 00:00:00+00:00,1486
2023-03-20 00:00:00+00:00,1487
2023-03-22 00:00:00+00:00,1488
2023-03-23 00:00:00+00:00,1489
2023-03-24 00:00:00+00:00,1490
2023-03-27 00:00:00+00:00,1491
2023-03-28 00:00:00+00:00,1493
2023-04-02 00:00:00+00:00,1495
2023-04-05 00:00:00+00:00,1496
2023-04-06 00:00:00+00:00,1498
2023-04-07 00:00:00+00:00,1499
2023-04-08 00:00:00+00:00,1500
2023-04-13 00:00:00+00:00,1501
2023-04-14 00:00:00+00:00,1502
2023-04-16 00:00:00+00:00,1504
2023-04-17 00:00:00+00:00,1505
2023-04-18 00:00:00+00:00,1507
2023-04-19 00:00:00+00:00,1509
2023-04-20 00:00:00+00:00,1511
2023-04-21 00:00:00+00:00,1513
2023-04-22 00:00:00+00:00,1514
2023-04-24 00:00:00+00:00,1517
2023-04-27 00:00:00+00:00,1518
2023-04-28 00:00:00+00:00,1520
2023-05-04 00:00:00+00:00,1521
2023-05-06 00:00:00+00:00,1522
2023-05-08 00:00:00+00:00,1523
2023-05-11 00:00:00+00:00,1524
2023-05-14 00:00:00+00:00,1525
2023-05-17 00:00:00+00:00,1526
2023-05-18 00:00:00+00:00,1527
2023-05-19 00:00:00+00:00,1529
2023-05-22 00:00:00+00:00,1531
2023-05-25 00:00:00+00:00,1532
2023-06-01 00:00:00+00:00,1534
2023-06-02 00:00:00+00:00,1536
2023-06-04 00:00:00+00:00,1537
2023-06-05 00:00:00+00:00,1538
2023-06-07 00:00:00+00:00,1539
2023-06-09 00:00:00+00:00,1540
2023-06-14 00:00:00+00:00,1542
2023-06-16 00:00:00+00:00,1545
2023-06-17 00:00:00+00:00,1546
2023-06-19 00:00:00+00:00,1547
2023-06-20 00:00:00+00:00,1548
2023-06-21 00:00:00+00:00,1549
2023-06-26 00:00:00+00:00,1550
2023-06-27 00:00:00+00:00,1552
2023-06-28 00:00:00+00:00,1556
2023-06-29 00:00:00+00:00,1558
2023-07-02 00:00:00+00:00,1559
2023-07-03 00:00:00+00:00,1563
2023-07-05 00:00:00+00:00,1564
2023-07-06 00:00:00+00:00,1565
2023-07-08 00:00:00+00:00,1566
2023-07-09 00:00:00+00:00,1567
2023-07-13 00:00:00+00:00,1569
2023-07-14 00:00:00+00:00,1571
2023-07-16 00:00:00+00:00,1572
2023-07-17 00:00:00+00:00,1573
2023-07-18 00:00:00+00:00,1574
2023-07-19 00:00:00+00:00,1575
2023-07-21 00:00:00+00:00,1576
2023-07-24 00:00:00+00:00,1577
2023-07-25 00:00:00+00:00,1579
2023-07-27 00:00:00+00:00,1581
2023-07-28 00:00:00+00:00,1582
2023-07-31 00:00:00+00:00,1584
2023-08-02 00:00:00+00:00,1585
2023-08-03 00:00:00+00:00,1587
2023-08-04 00:00:00+00:00,1588
2023-08-05 00:00:00+00:00,1589
2023-08-11 00:00:00+00:00,1590
2023-08-12 00:00:00+00:00,1591
2023-08-18 00:00:00+00:00,1592
2023-08-21 00:00:00+00:00,1593
2023-08-22 00:00:00+00:00,1595
2023-08-23 00:00:00+00:00,1597
2023-08-24 00:00:00+00:00,1598
2023-08-28 00:00:00+00:00,1599
2023-08-30 00:00:00+00:00,1600
2023-09-04 00:00:00+00:00,1601
2023-09-05 00:00:00+00:00,1602
2023-09-06 00:00:00+00:00,1603
2023-09-07 00:00:00+00:00,1604
2023-09-11 00:00:00+00:00,1605
2023-09-12 00:00:00+00:00,1606
2023-09-14 00:00:00+00:00,1607
2023-09-18 00:00:00+00:00,1608
2023-09-19 00:00:00+00:00,1610
2023-09-21 00:00:00+00:00,1611
2023-09-23 00:00:00+00:00,1612
2023-09-24 00:00:00+00:00,1613
2023-09-25 00:00:00+00:00,1614
2023-09-26 00:00:00+00:00,1616
2023-09-27 00:00:00+00:00,1617
2023-09-28 00:00:00+00:00,1620
2023-09-29 00:00:00+00:00,1621
2023-09-30 00:00:00+00:00,1622
2023-10-01 00:00:00+00:00,1624
2023-10-02 00:00:00+00:00,1626
2023-10-03 00:00:00+00:00,1628
2023-10-04 00:00:00+00:00,1629
2023-10-05 00:00:00+00:00,1631
2023-10-06 00:00:00+00:00,1635
2023-10-07 00:00:00+00:00,1637
2023-10-08 00:00:00+00:00,1638
2023-10-09 00:00:00+00:00,1639
